Date,Open,High,Low,Close*,Adj Close**,Volume
,,,,,,
"Oct 01, 2020","3,385.87","3,549.85","3,268.89","3,271.03","3,271.03","79,994,080,000"
"Sep 01, 2020","3,507.44","3,588.11","3,209.45","3,363.00","3,363.00","92,084,120,000"
"Aug 01, 2020","3,288.26","3,514.77","3,284.53","3,500.31","3,500.31","84,402,300,000"
"Jul 01, 2020","3,105.92","3,279.99","3,101.17","3,271.12","3,271.12","97,197,020,000"
"Jun 01, 2020","3,038.78","3,233.13","2,965.66","3,100.29","3,100.29","131,044,000,000"
"May 01, 2020","2,869.09","3,068.67","2,766.64","3,044.31","3,044.31","106,799,100,000"
"Apr 01, 2020","2,498.08","2,954.86","2,447.49","2,912.43","2,912.43","123,163,450,000"
"Mar 01, 2020","2,974.28","3,136.72","2,191.86","2,584.59","2,584.59","161,801,100,000"
"Feb 01, 2020","3,235.66","3,393.52","2,855.84","2,954.22","2,954.22","84,292,270,000"
"Jan 01, 2020","3,244.67","3,337.77","3,214.64","3,225.52","3,225.52","77,104,420,000"
"Dec 01, 2019","3,143.85","3,247.93","3,070.33","3,230.78","3,230.78","72,054,000,000"
"Nov 01, 2019","3,050.72","3,154.26","3,050.72","3,140.98","3,140.98","72,179,920,000"
"Oct 01, 2019","2,983.69","3,050.10","2,855.94","3,037.56","3,037.56","77,564,550,000"
"Sep 01, 2019","2,909.01","3,021.99","2,891.85","2,976.74","2,976.74","73,992,330,000"
"Aug 01, 2019","2,980.32","3,013.59","2,822.12","2,926.46","2,926.46","79,599,440,000"
"Jul 01, 2019","2,971.41","3,027.98","2,952.22","2,980.38","2,980.38","70,349,470,000"
"Jun 01, 2019","2,751.53","2,964.15","2,728.81","2,941.76","2,941.76","70,881,390,000"
"May 01, 2019","2,952.33","2,954.13","2,750.52","2,752.06","2,752.06","76,860,120,000"
"Apr 01, 2019","2,848.63","2,949.52","2,848.63","2,945.83","2,945.83","69,604,840,000"
"Mar 01, 2019","2,798.22","2,860.31","2,722.27","2,834.40","2,834.40","78,596,280,000"
"Feb 01, 2019","2,702.32","2,813.49","2,681.83","2,784.49","2,784.49","70,183,430,000"
"Jan 01, 2019","2,476.96","2,708.95","2,443.96","2,704.10","2,704.10","80,401,630,000"
"Dec 01, 2018","2,790.50","2,800.18","2,346.58","2,506.85","2,506.85","83,522,570,000"
"Nov 01, 2018","2,717.58","2,815.15","2,631.09","2,760.17","2,760.17","80,080,110,000"
"Oct 01, 2018","2,926.29","2,939.86","2,603.54","2,711.74","2,711.74","91,327,930,000"
"Sep 01, 2018","2,896.96","2,940.91","2,864.12","2,913.98","2,913.98","62,492,080,000"
"Aug 01, 2018","2,821.17","2,916.50","2,796.34","2,901.52","2,901.52","69,238,220,000"
"Jul 01, 2018","2,704.95","2,848.03","2,698.95","2,816.29","2,816.29","64,542,170,000"
"Jun 01, 2018","2,718.70","2,791.47","2,691.99","2,718.37","2,718.37","77,439,710,000"
"May 01, 2018","2,642.96","2,742.24","2,594.62","2,705.27","2,705.27","75,617,280,000"
"Apr 01, 2018","2,633.45","2,717.49","2,553.80","2,648.05","2,648.05","69,648,590,000"
"Mar 01, 2018","2,715.22","2,801.90","2,585.89","2,640.87","2,640.87","76,369,800,000"
"Feb 01, 2018","2,816.45","2,835.96","2,532.69","2,713.83","2,713.83","79,579,410,000"
"Jan 01, 2018","2,683.73","2,872.87","2,682.36","2,823.81","2,823.81","76,860,120,000"
"Dec 01, 2017","2,645.10","2,694.97","2,605.52","2,673.61","2,673.61","65,251,190,000"
"Nov 01, 2017","2,583.21","2,657.74","2,557.45","2,584.84","2,584.84","95,142,800,000"
"Oct 01, 2017","2,521.20","2,582.98","2,520.40","2,575.26","2,575.26","70,871,570,000"
"Sep 01, 2017","2,474.42","2,519.44","2,446.55","2,519.36","2,519.36","66,337,980,000"
"Aug 01, 2017","2,477.10","2,490.87","2,417.35","2,471.65","2,471.65","70,616,030,000"
"Jul 01, 2017","2,431.39","2,484.04","2,407.70","2,470.30","2,470.30","63,169,400,000"
"Jun 01, 2017","2,415.65","2,453.82","2,405.70","2,423.41","2,423.41","81,002,490,000"
"May 01, 2017","2,388.50","2,418.71","2,352.72","2,411.80","2,411.80","79,607,170,000"
"Apr 01, 2017","2,362.34","2,398.16","2,328.95","2,384.20","2,384.20","65,265,670,000"
"Mar 01, 2017","2,380.13","2,400.98","2,322.25","2,362.72","2,362.72","81,547,770,000"
"Feb 01, 2017","2,285.59","2,371.54","2,271.65","2,363.64","2,363.64","69,162,420,000"
"Jan 01, 2017","2,251.57","2,300.99","2,245.13","2,278.87","2,278.87","70,483,180,000"
"Dec 01, 2016","2,200.17","2,277.53","2,187.44","2,238.83","2,238.83","75,251,240,000"
"Nov 01, 2016","2,128.68","2,214.10","2,083.79","2,198.81","2,198.81","88,299,760,000"
"Oct 01, 2016","2,164.33","2,169.60","2,114.72","2,126.15","2,126.15","73,196,630,000"
"Sep 01, 2016","2,171.33","2,187.87","2,119.12","2,168.27","2,168.27","77,270,240,000"
"Aug 01, 2016","2,173.15","2,193.81","2,147.58","2,170.95","2,170.95","75,610,310,000"
"Jul 01, 2016","2,099.34","2,177.09","2,074.02","2,173.60","2,173.60","69,530,250,000"
"Jun 01, 2016","2,093.94","2,120.55","1,991.68","2,098.86","2,098.86","86,852,700,000"
"May 01, 2016","2,067.17","2,103.48","2,025.91","2,096.95","2,096.95","78,883,600,000"
"Apr 01, 2016","2,056.62","2,111.05","2,033.80","2,065.30","2,065.30","81,124,990,000"
"Mar 01, 2016","1,937.09","2,072.21","1,937.09","2,059.74","2,059.74","92,639,420,000"
"Feb 01, 2016","1,936.94","1,962.96","1,810.10","1,932.23","1,932.23","93,049,560,000"
"Jan 01, 2016","2,038.20","2,038.20","1,812.29","1,940.24","1,940.24","92,409,770,000"
"Dec 01, 2015","2,082.93","2,104.27","1,993.26","2,043.94","2,043.94","83,649,260,000"
"Nov 01, 2015","2,080.76","2,116.48","2,019.39","2,080.41","2,080.41","75,943,590,000"
"Oct 01, 2015","1,919.65","2,094.32","1,893.70","2,079.36","2,079.36","85,844,900,000"
"Sep 01, 2015","1,970.09","2,020.86","1,871.91","1,920.03","1,920.03","79,989,370,000"
"Aug 01, 2015","2,104.49","2,112.66","1,867.01","1,972.18","1,972.18","84,626,790,000"
"Jul 01, 2015","2,067.00","2,132.82","2,044.02","2,103.84","2,103.84","77,920,590,000"
"Jun 01, 2015","2,108.64","2,129.87","2,056.32","2,063.11","2,063.11","73,213,980,000"
"May 01, 2015","2,087.38","2,134.72","2,067.93","2,107.39","2,107.39","65,187,730,000"
"Apr 01, 2015","2,067.63","2,125.92","2,048.38","2,085.51","2,085.51","72,060,940,000"
"Mar 01, 2015","2,105.23","2,117.52","2,039.69","2,067.89","2,067.89","76,675,850,000"
"Feb 01, 2015","1,996.67","2,119.59","1,980.90","2,104.50","2,104.50","68,775,560,000"
"Jan 01, 2015","2,058.90","2,072.36","1,988.12","1,994.99","1,994.99","77,330,040,000"
"Dec 01, 2014","2,065.78","2,093.55","1,972.56","2,058.90","2,058.90","80,743,820,000"
"Nov 01, 2014","2,018.21","2,075.76","2,001.01","2,067.56","2,067.56","63,600,190,000"
"Oct 01, 2014","1,971.44","2,018.19","1,820.66","2,018.05","2,018.05","93,714,040,000"
"Sep 01, 2014","2,004.07","2,019.26","1,964.04","1,972.29","1,972.29","66,706,000,000"
"Aug 01, 2014","1,929.80","2,005.04","1,904.78","2,003.37","2,003.37","58,131,140,000"
"Jul 01, 2014","1,962.29","1,991.39","1,930.67","1,930.67","1,930.67","66,524,690,000"
"Jun 01, 2014","1,923.87","1,968.17","1,915.98","1,960.23","1,960.23","63,283,380,000"
"May 01, 2014","1,884.39","1,924.03","1,859.79","1,923.57","1,923.57","63,623,630,000"
"Apr 01, 2014","1,873.96","1,897.28","1,814.36","1,883.95","1,883.95","71,595,810,000"
"Mar 01, 2014","1,857.68","1,883.97","1,834.44","1,872.34","1,872.34","71,885,030,000"
"Feb 01, 2014","1,782.68","1,867.92","1,737.92","1,859.45","1,859.45","69,725,590,000"
"Jan 01, 2014","1,845.86","1,850.84","1,770.45","1,782.59","1,782.59","75,871,910,000"
"Dec 01, 2013","1,806.55","1,849.44","1,767.99","1,848.36","1,848.36","64,958,820,000"
"Nov 01, 2013","1,758.70","1,813.55","1,746.20","1,805.81","1,805.81","63,628,190,000"
"Oct 01, 2013","1,682.41","1,775.22","1,646.47","1,756.54","1,756.54","76,647,400,000"
"Sep 01, 2013","1,635.95","1,729.86","1,633.41","1,681.55","1,681.55","66,174,410,000"
"Aug 01, 2013","1,689.42","1,709.67","1,627.47","1,632.97","1,632.97","64,802,810,000"
"Jul 01, 2013","1,609.78","1,698.78","1,604.57","1,685.73","1,685.73","68,106,820,000"
"Jun 01, 2013","1,631.71","1,654.19","1,560.33","1,606.28","1,606.28","74,946,790,000"
"May 01, 2013","1,597.55","1,687.18","1,581.28","1,630.74","1,630.74","76,447,250,000"
"Apr 01, 2013","1,569.18","1,597.57","1,536.03","1,597.57","1,597.57","77,098,000,000"
"Mar 01, 2013","1,514.68","1,570.28","1,501.48","1,569.19","1,569.19","68,527,110,000"
"Feb 01, 2013","1,498.11","1,530.94","1,485.01","1,514.68","1,514.68","69,273,480,000"
"Jan 01, 2013","1,426.19","1,509.94","1,426.19","1,498.11","1,498.11","75,848,510,000"
"Dec 01, 2012","1,416.34","1,448.00","1,398.11","1,426.19","1,426.19","66,388,180,000"
"Nov 01, 2012","1,412.20","1,434.27","1,343.35","1,416.18","1,416.18","71,489,310,000"
"Oct 01, 2012","1,440.90","1,470.96","1,403.28","1,412.16","1,412.16","71,752,320,000"
"Sep 01, 2012","1,406.54","1,474.51","1,396.56","1,440.67","1,440.67","69,784,280,000"
"Aug 01, 2012","1,379.32","1,426.68","1,354.65","1,406.58","1,406.58","70,283,810,000"
"Jul 01, 2012","1,362.33","1,391.74","1,325.41","1,379.32","1,379.32","73,103,810,000"
"Jun 01, 2012","1,309.87","1,363.46","1,266.74","1,362.16","1,362.16","81,582,440,000"
"May 01, 2012","1,397.86","1,415.32","1,291.98","1,310.33","1,310.33","86,920,490,000"
"Apr 01, 2012","1,408.47","1,422.38","1,357.38","1,397.91","1,397.91","74,761,710,000"
"Mar 01, 2012","1,365.90","1,419.15","1,340.03","1,408.47","1,408.47","83,899,660,000"
"Feb 01, 2012","1,312.45","1,378.04","1,312.45","1,365.68","1,365.68","78,385,710,000"
"Jan 01, 2012","1,258.86","1,333.47","1,258.86","1,312.41","1,312.41","79,567,560,000"
"Dec 01, 2011","1,246.91","1,269.37","1,202.37","1,257.60","1,257.60","74,742,430,000"
"Nov 01, 2011","1,251.00","1,277.55","1,158.66","1,246.96","1,246.96","84,275,050,000"
"Oct 01, 2011","1,131.21","1,292.66","1,074.77","1,253.30","1,253.30","98,063,670,000"
"Sep 01, 2011","1,219.12","1,229.29","1,114.22","1,131.42","1,131.42","102,786,820,000"
"Aug 01, 2011","1,292.59","1,307.38","1,101.54","1,218.89","1,218.89","108,419,170,000"
"Jul 01, 2011","1,320.64","1,356.48","1,282.86","1,292.28","1,292.28","81,102,170,000"
"Jun 01, 2011","1,345.20","1,345.20","1,258.07","1,320.64","1,320.64","86,122,730,000"
"May 01, 2011","1,365.21","1,370.58","1,311.80","1,345.20","1,345.20","81,708,980,000"
"Apr 01, 2011","1,329.48","1,364.56","1,294.70","1,363.61","1,363.61","77,364,810,000"
"Mar 01, 2011","1,328.64","1,332.28","1,249.05","1,325.83","1,325.83","89,507,640,000"
"Feb 01, 2011","1,289.14","1,344.07","1,289.14","1,327.22","1,327.22","59,223,660,000"
"Jan 01, 2011","1,257.62","1,302.67","1,257.62","1,286.12","1,286.12","92,164,940,000"
"Dec 01, 2010","1,186.60","1,262.60","1,186.60","1,257.64","1,257.64","80,984,530,000"
"Nov 01, 2010","1,185.71","1,227.08","1,173.00","1,180.55","1,180.55","87,151,070,000"
"Oct 01, 2010","1,143.49","1,196.14","1,131.87","1,183.26","1,183.26","89,536,270,000"
"Sep 01, 2010","1,049.72","1,157.16","1,049.72","1,141.20","1,141.20","79,589,450,000"
"Aug 01, 2010","1,107.53","1,129.24","1,039.70","1,049.33","1,049.33","85,738,250,000"
"Jul 01, 2010","1,031.10","1,120.95","1,010.91","1,101.60","1,101.60","94,778,110,000"
"Jun 01, 2010","1,087.30","1,131.23","1,028.33","1,030.71","1,030.71","110,106,750,000"
"May 01, 2010","1,188.58","1,205.13","1,040.78","1,089.41","1,089.41","127,662,780,000"
"Apr 01, 2010","1,171.23","1,219.80","1,170.69","1,186.69","1,186.69","116,741,910,000"
"Mar 01, 2010","1,105.36","1,180.69","1,105.36","1,169.43","1,169.43","103,683,550,000"
"Feb 01, 2010","1,073.89","1,112.42","1,044.50","1,104.49","1,104.49","84,561,340,000"
"Jan 01, 2010","1,116.56","1,150.45","1,071.59","1,073.87","1,073.87","90,947,580,000"
"Dec 01, 2009","1,098.89","1,130.38","1,085.89","1,115.10","1,115.10","89,515,330,000"
"Nov 01, 2009","1,036.18","1,113.69","1,029.38","1,095.63","1,095.63","84,981,530,000"
"Oct 01, 2009","1,054.91","1,101.36","1,019.95","1,036.19","1,036.19","113,410,990,000"
"Sep 01, 2009","1,019.52","1,080.15",991.97,"1,057.08","1,057.08","112,295,490,000"
"Aug 01, 2009",990.22,"1,039.47",978.51,"1,020.62","1,020.62","116,059,270,000"
"Jul 01, 2009",920.82,996.68,869.32,987.48,987.48,"106,635,790,000"
"Jun 01, 2009",923.26,956.23,888.86,919.32,919.32,"112,653,150,000"
"May 01, 2009",872.74,930.17,866.10,919.14,919.14,"131,614,940,000"
"Apr 01, 2009",793.59,888.70,783.32,872.81,872.81,"138,855,320,000"
"Mar 01, 2009",729.57,832.98,666.79,797.87,797.87,"161,843,640,000"
"Feb 01, 2009",823.09,875.01,734.52,735.09,735.09,"124,492,210,000"
"Jan 01, 2009",902.99,943.85,804.30,825.88,825.88,"112,090,640,000"
"Dec 01, 2008",888.61,918.85,815.69,903.25,903.25,"112,884,470,000"
"Nov 01, 2008",968.67,"1,007.51",741.02,896.24,896.24,"115,660,210,000"
"Oct 01, 2008","1,164.17","1,167.03",839.80,968.75,968.75,"159,823,030,000"
"Sep 01, 2008","1,287.83","1,303.04","1,106.42","1,166.36","1,166.36","140,007,320,000"
"Aug 01, 2008","1,269.42","1,313.15","1,247.45","1,282.83","1,282.83","86,266,010,000"
"Jul 01, 2008","1,276.69","1,292.17","1,200.44","1,267.38","1,267.38","124,980,570,000"
"Jun 01, 2008","1,399.62","1,404.05","1,272.00","1,280.00","1,280.00","96,614,040,000"
"May 01, 2008","1,385.97","1,440.24","1,373.07","1,400.38","1,400.38","80,990,480,000"
"Apr 01, 2008","1,326.41","1,404.57","1,324.35","1,385.59","1,385.59","85,978,630,000"
"Mar 01, 2008","1,330.45","1,359.68","1,256.98","1,322.70","1,322.70","93,189,170,000"
"Feb 01, 2008","1,378.60","1,396.02","1,316.75","1,330.63","1,330.63","78,536,130,000"
"Jan 01, 2008","1,467.97","1,471.77","1,270.05","1,378.55","1,378.55","98,475,340,000"
"Dec 01, 2007","1,479.63","1,523.57","1,435.65","1,468.36","1,468.36","64,821,670,000"
"Nov 01, 2007","1,545.79","1,545.79","1,406.10","1,481.14","1,481.14","86,246,950,000"
"Oct 01, 2007","1,527.29","1,576.09","1,489.56","1,549.38","1,549.38","76,022,580,000"
"Sep 01, 2007","1,473.96","1,538.74","1,439.29","1,526.75","1,526.75","57,809,700,000"
"Aug 01, 2007","1,455.18","1,503.89","1,370.60","1,473.99","1,473.99","91,381,760,000"
"Jul 01, 2007","1,504.66","1,555.90","1,454.25","1,455.27","1,455.27","70,337,430,000"
"Jun 01, 2007","1,530.62","1,540.56","1,484.18","1,503.35","1,503.35","65,322,800,000"
"May 01, 2007","1,482.37","1,535.56","1,476.70","1,530.62","1,530.62","64,958,050,000"
"Apr 01, 2007","1,420.83","1,498.02","1,416.37","1,482.37","1,482.37","57,032,470,000"
"Mar 01, 2007","1,406.80","1,438.89","1,363.98","1,420.86","1,420.86","67,622,250,000"
"Feb 01, 2007","1,437.90","1,461.57","1,389.42","1,406.82","1,406.82","51,844,990,000"
"Jan 01, 2007","1,418.03","1,441.61","1,403.97","1,438.24","1,438.24","56,686,200,000"
"Dec 01, 2006","1,400.63","1,431.81","1,385.93","1,418.30","1,418.30","47,578,780,000"
"Nov 01, 2006","1,377.76","1,407.89","1,360.98","1,400.63","1,400.63","55,343,930,000"
"Oct 01, 2006","1,335.82","1,389.45","1,327.10","1,377.94","1,377.94","56,793,620,000"
"Sep 01, 2006","1,303.80","1,340.28","1,290.93","1,335.85","1,335.85","49,001,440,000"
"Aug 01, 2006","1,278.53","1,306.74","1,261.30","1,303.82","1,303.82","50,485,620,000"
"Jul 01, 2006","1,270.06","1,280.42","1,224.54","1,276.66","1,276.66","46,348,220,000"
"Jun 01, 2006","1,270.05","1,290.68","1,219.29","1,270.20","1,270.20","54,873,260,000"
"May 01, 2006","1,310.61","1,326.70","1,245.34","1,270.09","1,270.09","54,312,830,000"
"Apr 01, 2006","1,302.88","1,318.16","1,280.74","1,310.61","1,310.61","43,308,430,000"
"Mar 01, 2006","1,280.66","1,310.88","1,268.42","1,294.87","1,294.87","50,905,040,000"
"Feb 01, 2006","1,280.08","1,297.57","1,253.61","1,280.66","1,280.66","42,859,940,000"
"Jan 01, 2006","1,248.29","1,294.90","1,245.74","1,280.08","1,280.08","49,211,650,000"
"Dec 01, 2005","1,249.48","1,275.80","1,246.59","1,248.29","1,248.29","41,756,130,000"
"Nov 01, 2005","1,207.01","1,270.64","1,201.07","1,249.48","1,249.48","45,102,870,000"
"Oct 01, 2005","1,228.81","1,233.34","1,168.20","1,207.01","1,207.01","49,793,790,000"
"Sep 01, 2005","1,220.33","1,243.13","1,205.35","1,228.81","1,228.81","44,777,510,000"
"Aug 01, 2005","1,234.18","1,245.86","1,201.07","1,220.33","1,220.33","42,030,090,000"
"Jul 01, 2005","1,191.33","1,245.15","1,183.55","1,234.18","1,234.18","37,464,670,000"
"Jun 01, 2005","1,191.50","1,219.59","1,188.30","1,191.33","1,191.33","40,334,040,000"
"May 01, 2005","1,156.85","1,199.56","1,146.18","1,191.50","1,191.50","39,321,990,000"
"Apr 01, 2005","1,180.59","1,191.88","1,136.15","1,156.85","1,156.85","43,424,270,000"
"Mar 01, 2005","1,203.60","1,229.11","1,163.69","1,180.59","1,180.59","39,014,150,000"
"Feb 01, 2005","1,181.27","1,212.44","1,180.95","1,203.60","1,203.60","29,297,410,000"
"Jan 01, 2005","1,211.92","1,217.80","1,163.75","1,181.27","1,181.27","31,498,800,000"
"Dec 01, 2004","1,173.78","1,217.33","1,173.78","1,211.92","1,211.92","31,102,500,000"
"Nov 01, 2004","1,130.20","1,188.46","1,127.60","1,173.82","1,173.82","30,460,280,000"
"Oct 01, 2004","1,114.58","1,142.05","1,090.29","1,130.20","1,130.20","31,511,000,000"
"Sep 01, 2004","1,104.24","1,131.54","1,099.18","1,114.58","1,114.58","26,829,870,000"
"Aug 01, 2004","1,101.72","1,109.68","1,060.72","1,104.24","1,104.24","26,586,800,000"
"Jul 01, 2004","1,140.84","1,140.84","1,078.78","1,101.72","1,101.72","29,285,600,000"
"Jun 01, 2004","1,120.68","1,146.34","1,113.32","1,140.84","1,140.84","27,529,500,000"
"May 01, 2004","1,107.30","1,127.74","1,076.32","1,120.68","1,120.68","29,326,400,000"
"Apr 01, 2004","1,126.21","1,150.57","1,107.23","1,107.30","1,107.30","31,611,900,000"
"Mar 01, 2004","1,144.94","1,163.23","1,087.16","1,126.21","1,126.21","33,597,900,000"
"Feb 01, 2004","1,131.13","1,158.98","1,124.44","1,144.94","1,144.94","27,985,600,000"
"Jan 01, 2004","1,111.92","1,155.38","1,105.08","1,131.13","1,131.13","32,820,000,000"
"Dec 01, 2003","1,058.20","1,112.56","1,053.41","1,111.92","1,111.92","27,839,130,000"
"Nov 01, 2003","1,050.71","1,063.65","1,031.20","1,058.20","1,058.20","24,463,220,000"
"Oct 01, 2003",995.97,"1,053.79",995.97,"1,050.71","1,050.71","32,298,500,000"
"Sep 01, 2003","1,008.01","1,040.29",990.36,995.97,995.97,"29,940,110,000"
